Event	ID	Name			Wwise Object Path	Notes
	1501119626	phy_old_rotatingDark_ballStartSlide			\Default Work Unit\physics\old\rotatingDark\ball\phy_old_rotatingDark_ballStartSlide	
	1501672398	phy_spider_body_leg3RotateStart			\Default Work Unit\physics\objects\spider\phy_spider_body_leg3RotateStart	[RTPC max: 1,0]
	1502616142	env_modern_crusher_changeGravityStart			\Default Work Unit\environment\modern\crusher\gravityShiftBoy\env_modern_crusher_changeGravityStart	
	1503723295	env_old_rotatingIntro_sparkEvent			\Default Work Unit\environment\old\rotatingIntro\saws\env_old_rotatingIntro_sparkEvent	
	1506923952	obj_spider_spider_body_legHalfOff			\Default Work Unit\spider\body\fight\obj_spider_spider_body_legHalfOff	
	1507872641	amb_evt_underground_pursuing_dripping			\Default Work Unit\ambience\event ambience\underground\pursuing\amb_evt_underground_pursuing_dripping	
	1508001202	phy_start_sliding_smallStoneRollStop			\Default Work Unit\physics\start\sliding\phy_start_sliding_smallStoneRollStop	
	1510483259	amb_evt_city_start_waterOutOfPipe			\Default Work Unit\ambience\event ambience\city\start\amb_evt_city_start_waterOutOfPipe	
	1522148146	boy_ropestate_stop			\Default Work Unit\boy\ropeState\boy_ropestate_stop	
	1522298679	phy_underground_water_boy1rotateStart			\Default Work Unit\physics\underground\water\phy_underground_water_boy1rotateStart	
	1527206685	obj_spider_spider_chase_strikeFirstFrame			\Default Work Unit\spider\chase\strikes\obj_spider_spider_chase_strikeFirstFrame	
	1529233990	amb_sws_fort_chase_wood			\Default Work Unit\ambience\state ambiene\fort\chase\amb_sws_fort_chase_wood	
	1532836013	phy_old_ladderWagon_handleJointRotateStart			\Default Work Unit\physics\old\ladderWagon\handle\phy_old_ladderWagon_handleJointRotateStart	
	1537554768	phy_start_treeclimb_boxImpactSlideStop			\Default Work Unit\physics\start\treeclimb\box\phy_start_treeclimb_boxImpactSlideStop	
	1537823505	phy_spider_chase_logRotateInWaterStart			\Default Work Unit\physics\spider\chase\log\phy_spider_chase_logRotateInWaterStart	
	1540227885	amb_spider_chase_wood_stop			\Default Work Unit\ambience\event ambience\spider\chase\amb_spider_chase_wood_stop	
	1541293354	env_darkness_stones_2ndStoneRelease			\Default Work Unit\environment\darkness\stones\env_darkness_stones_2ndStoneRelease	
	1541659784	env_darkness_sawJump_lamp1Start			\Default Work Unit\environment\darkness\sawJump1\lamps\env_darkness_sawJump_lamp1Start	
	1541943153	phy_underground_ropes_wagonImpact			\Default Work Unit\physics\underground\ropes\phy_underground_ropes_wagonImpact	
	1544227215	boy_jumpforward			\Default Work Unit\boy\inactive\boy_jumpforward	
	1549847057	phy_water_zombieSewer_box_slideStart			\Default Work Unit\physics\water\zombieSewer\box\phy_water_zombieSewer_box_slideStart	
	1553437296	phy_water_sewer_1stHatchImpact			\Default Work Unit\physics\water\sewer\hatch1\phy_water_sewer_1stHatchImpact	
	1553640632	phy_old_tire_crate1Impact			\Default Work Unit\physics\old\tire\crate1\phy_old_tire_crate1Impact	
	1554295501	amb_start_falling_landing_stop			\Default Work Unit\ambience\event ambience\start\falling\amb_start_falling_landing_stop	
	1556883496	phy_beartrap_slideStop			\Default Work Unit\physics\objects\beartrap\phy_beartrap_slideStop	
	1559638289	boy_jumpobstructed_belly_feet			\Default Work Unit\boy\foley_animation\jump\jumpobstructed\boy_jumpobstructed_belly_feet	frame 4, if the player has kept pressing the jump button+forward into the wall/etc.
	1560131218	amb_sws_modern_magnetGravity			\Default Work Unit\ambience\state ambiene\modern\amb_sws_modern_magnetGravity	
	1560713282	env_darkness_sparks_platformMoveStop			\Default Work Unit\environment\darkness\sparks\platform\env_darkness_sparks_platformMoveStop	
	1563474132	phy_old_swinging_chainJointRotateStart			\Default Work Unit\physics\old\swinging\phy_old_swinging_chainJointRotateStart	
	1563614752	amb_sws_old_twoblades_corridor			\Default Work Unit\ambience\state ambiene\old\twoblades\amb_sws_old_twoblades_corridor	
	1575876544	env_water_zombiesewer_waterFillStarting			\Default Work Unit\environment\water\zombieSewer\env_water_zombiesewer_waterFillStarting	
	1583302697	env_underground_ropes_door1_moving_up			\Default Work Unit\environment\underground\ropes\env_underground_ropes_door1_moving_up	
	1585308634	env_wormeater_snapClose			\Default Work Unit\environment\mechanisms\wormeater\env_wormeater_snapClose	
	1586160179	obj_spider_spiderCave_paddingCoocoon			\Default Work Unit\spider\spiderCave\obj_spider_spiderCave_paddingCoocoon	
	1590721392	amb_sws_spider_spiderCave_cave			\Default Work Unit\ambience\state ambiene\spider\spiderCave\amb_sws_spider_spiderCave_cave	
	1597906808	env_city_crane_crane2ChangeDirToDown			\Default Work Unit\environment\city\crane\crane2\crane2\env_city_crane_crane2ChangeDirToDown	
	1600938767	phy_water_sewer_1stHatchMoveStart			\Default Work Unit\physics\water\sewer\hatch1\phy_water_sewer_1stHatchMoveStart	
	1602540345	amb_start_falling_enterwood_stop			\Default Work Unit\ambience\event ambience\start\falling\amb_start_falling_enterwood_stop	
	1604213100	phy_modern_cable_handleMoveStop			\Default Work Unit\physics\modern\cable\phy_modern_cable_handleMoveStop	
	1610603578	env_spider_body_tallBoySteps			\Default Work Unit\boys\spiderBody\env_spider_body_tallBoySteps	
	1614434849	phy_start_treeclimb_logRotateInWaterStart			\Default Work Unit\physics\start\treeclimb\log\phy_start_treeclimb_logRotateInWaterStart	
	1614811068	menuNavigateChapterChange			\Default Work Unit\menu\navigate\menuNavigateChapterChange	
	1616178856	amb_sws_city_start_slideDownClimbUp			\Default Work Unit\ambience\state ambiene\city\start\amb_sws_city_start_slideDownClimbUp	
	1617012374	boy_rope_up_slip_right_hand			\Default Work Unit\boy\foley_animation\rope\rope_up\boy_rope_up_slip_right_hand	
	1617362730	phy_underground_sleeping_Box2Impact			\Default Work Unit\physics\underground\sleeping\box2\phy_underground_sleeping_Box2Impact	
	1617437157	phy_modern_box_boxMoveStart			\Default Work Unit\physics\modern\box\box\phy_modern_box_boxMoveStart	med RTPC_phy_evt 
	1621786568	phy_water_sewer_2ndBoxRotateInWaterStop			\Default Work Unit\physics\water\sewer\box2\phy_water_sewer_2ndBoxRotateInWaterStop	
	1623279300	amb_evt_underground_pursuing_dripping_stop			\Default Work Unit\ambience\event ambience\underground\pursuing\amb_evt_underground_pursuing_dripping_stop	
	1629350768	obj_spider_spider_chase_spiderlandsoncliff			\Default Work Unit\spider\chase\obj_spider_spider_chase_spiderlandsoncliff	
	1629614957	phy_old_rotatingIntro_box1SlideStop			\Default Work Unit\physics\old\rotatingIntro\box1\phy_old_rotatingIntro_box1SlideStop	
	1629656498	phy_modern_elevator_gravityFieldBox2MoveStop			\Default Work Unit\physics\modern\elevator\box2\phy_modern_elevator_gravityFieldBox2MoveStop	
	1635856782	phy_old_balance_ballRollStart			\Default Work Unit\physics\old\balance\ball\phy_old_balance_ballRollStart	
	1636333324	env_old_rotatingIntro_magnet1off			\Default Work Unit\environment\old\rotatingIntro\magnet1\env_old_rotatingIntro_magnet1off	
	1637354853	amb_start_falling_cliff2			\Default Work Unit\ambience\event ambience\start\falling\amb_start_falling_cliff2	
	1642172130	obj_spider_prepare_counter_strike			\Default Work Unit\spider\sitting\obj_spider_prepare_counter_strike	
	1642956109	amb_evt_city_wagon_dripping_stop			\Default Work Unit\ambience\event ambience\city\wagon\amb_evt_city_wagon_dripping_stop	
	1643438847	env_spider_cocoon_threefallingrocks_impact			\Default Work Unit\environment\spider\coccon\env_spider_cocoon_threefallingrocks_impact	
	1643533606	env_underground_ropes_rope2_moving_up			\Default Work Unit\environment\underground\ropes\env_underground_ropes_rope2_moving_up	
	1643738653	obj_spider_spider_body_idle2_stop			\Default Work Unit\spider\body\idle\obj_spider_spider_body_idle2_stop	
	1645542730	amb_sws_spider_cocoon_bigslowstone			\Default Work Unit\ambience\state ambiene\spider\cocoon\amb_sws_spider_cocoon_bigslowstone	
	1645605309	menuMainStart			\Default Work Unit\menu\screens\menuMainStart	
	1649251104	amb_sws_spider_spiderCave_spiderExit			\Default Work Unit\ambience\state ambiene\spider\spiderCave\amb_sws_spider_spiderCave_spiderExit	
	1650795502	phy_old_balance_ballSlideStop			\Default Work Unit\physics\old\balance\ball\phy_old_balance_ballSlideStop	
	1652080805	boy_death_electrocution_leave			\Default Work Unit\boy\death\boy_death_electrocution_leave	
	1655257000	env_old_rotatingIntro_rotate1Stop			\Default Work Unit\environment\old\rotatingIntro\rotate\env_old_rotatingIntro_rotate1Stop	
	1658703080	phy_spider_chase_logBridgeRotateStart			\Default Work Unit\physics\spider\chase\logBridge\phy_spider_chase_logBridgeRotateStart	
	1662607839	env_old_rotatingIntro_door1HitGround			\Default Work Unit\environment\old\rotatingIntro\door1\env_old_rotatingIntro_door1HitGround	
	1670885520	obj_spider_spider_chase_spiderComeBack			\Default Work Unit\spider\chase\obj_spider_spider_chase_spiderComeBack	
	1671935236	phy_water_zombie_intro_boxImpact			\Default Work Unit\physics\water\zombieIntro\phy_water_zombie_intro_boxImpact	
	1672028108	amb_evt_old_balance_conveyor_zoomout			\Default Work Unit\ambience\event ambience\old\balance\amb_evt_old_balance_conveyor_zoomout	
	1674621713	env_water_heights_lamp1Stop			\Default Work Unit\environment\water\heights\lamp\env_water_heights_lamp1Stop	
	1675192259	env_old_tire_doorMoveDown			\Default Work Unit\environment\old\tire\door\env_old_tire_doorMoveDown	
	1675272955	phy_old_cogwheel_leverRotateStart			\Default Work Unit\physics\old\cogwheel\phy_old_cogwheel_leverRotateStart	
	1680407471	phy_modern_elevator_gravityFieldBox1MoveStart			\Default Work Unit\physics\modern\elevator\box1\phy_modern_elevator_gravityFieldBox1MoveStart	
	1681258293	phy_modern_cable_handleImpact			\Default Work Unit\physics\modern\cable\phy_modern_cable_handleImpact	
	1681565372	music_sw_spider_chase_chasePre			\Default Work Unit\music\spider\music_sw_spider_chase_chasePre	
	1685309689	env_water_rain_machine_creepFallDownWheel			\Default Work Unit\environment\water\rain\animationsCreep\creep2\env_water_rain_machine_creepFallDownWheel	
	1689700183	amb_evt_old_tire_cogWheelTurning_stop			\Default Work Unit\ambience\event ambience\old\tire\amb_evt_old_tire_cogWheelTurning_stop	
	1690970077	phy_city_wagon_box1SlideStart			\Default Work Unit\physics\city\wagon\box1\phy_city_wagon_box1SlideStart	
	1694623877	evt_old_conveyor_snailStillOn			\Default Work Unit\objects\zombiesnail\old\evt_old_conveyor_snailStillOn	
	1696089719	env_old_rotatingIntroLampStart			\Default Work Unit\environment\old\rotatingIntro\lamps\env_old_rotatingIntroLampStart	RTPC_amb_evt og RTPC_amb_evt_flicker 
	1697239730	env_city_crane_crane2ReachBottom			\Default Work Unit\environment\city\crane\crane2\crane2\env_city_crane_crane2ReachBottom	
	1701351150	obj_spider_counter_strike			\Default Work Unit\spider\sitting\obj_spider_counter_strike	
	1702987495	env_start_beartrap_bylt			\Default Work Unit\environment\start\beartrap\env_start_beartrap_bylt	
	1705115010	env_water_heights_waterSproutToTheRightStart			\Default Work Unit\environment\water\heights\waterSprout\env_water_heights_waterSproutToTheRightStart	
	1707521406	amb_evt_old_balance_conveyor			\Default Work Unit\ambience\event ambience\old\balance\amb_evt_old_balance_conveyor	
	1709266369	env_old_tire_platformDown			\Default Work Unit\environment\old\tire\platform\env_old_tire_platformDown	
	1715075270	phy_city_roof_lamp3MoveStart			\Default Work Unit\physics\city\roof\lamp3\phy_city_roof_lamp3MoveStart	
	1715763625	phy_city_crane_craneSlideStart			\Default Work Unit\physics\city\crane\crane1\phy_city_crane_craneSlideStart	
	1719843442	env_old_conveyor_piston1MoveDown			\Default Work Unit\environment\old\conveyor\piston1\env_old_conveyor_piston1MoveDown	
	1722207931	env_underground_pursuing_boy2_steps			\Default Work Unit\boys\underground\pursuing\env_underground_pursuing_boy2_steps	
	1726290446	env_city_swinging_craneReachRight			\Default Work Unit\environment\old\swinging\env_city_swinging_craneReachRight	
	1733583738	amb_evt_start_beartrap_flies			\Default Work Unit\ambience\event ambience\start\beartrap\amb_evt_start_beartrap_flies	
	1735690075	amb_fort_rolling_firePlace			\Default Work Unit\ambience\event ambience\fort\rolling\amb_fort_rolling_firePlace	
	1739930190	phy_modern_box_boxImpact			\Default Work Unit\physics\modern\box\box\phy_modern_box_boxImpact	
	1743224120	boy_runstart_tinyclimbup_step1			\Default Work Unit\boy\foley_animation\run\runstart\boy_runstart_tinyclimbup_step1	
	1743224123	boy_runstart_tinyclimbup_step2			\Default Work Unit\boy\foley_animation\run\runstart\boy_runstart_tinyclimbup_step2	
	1744383998	obj_spider_spider_body_idle2			\Default Work Unit\spider\body\idle\obj_spider_spider_body_idle2	
	1746213488	env_modern_cable_changeSideWays			\Default Work Unit\environment\modern\cable\gravityShiftBoy\env_modern_cable_changeSideWays	
	1751808647	phy_old_rotatingIntro_hatch2RotateStop			\Default Work Unit\physics\old\rotatingIntro\hatch2\phy_old_rotatingIntro_hatch2RotateStop	
	1753213470	env_modern_jump_saw4_stop			\Default Work Unit\environment\modern\jump\saws\env_modern_jump_saw4_stop	
	1755720731	env_modern_cable_handleHitBottom			\Default Work Unit\environment\modern\cable\env_modern_cable_handleHitBottom	
	1761316800	phy_old_balance_platform1LowerPartImpact			\Default Work Unit\physics\old\balance\platform1\phy_old_balance_platform1LowerPartImpact	
	1761718867	obj_zombiesnail_attached			\Default Work Unit\objects\zombiesnail\GLOBAL\obj_zombiesnail_attached	
	1765606679	env_spider_sitting_weavingStart			\Default Work Unit\environment\spider\sitting\env_spider_sitting_weavingStart	med RTPC_amb_evt [44 - 87]
	1765645487	amb_evt_water_sewer_waterDripping2			\Default Work Unit\ambience\event ambience\water\sewer\amb_evt_water_sewer_waterDripping2	
	1765886926	phy_spider_body_pelvisRotateStop			\Default Work Unit\physics\objects\spider\phy_spider_body_pelvisRotateStop	
	1767502758	phy_modern_theEnd_boxRotateInWaterStart			\Default Work Unit\physics\modern\theEnd\phy_modern_theEnd_boxRotateInWaterStart	
	1769098743	amb_sws_old_cogwheelANDladderWagon			\Default Work Unit\ambience\state ambiene\old\cogwheelANDladderWagon\amb_sws_old_cogwheelANDladderWagon	
	1773054275	env_underground_pursuing_boy3_startJump			\Default Work Unit\boys\underground\pursuing\env_underground_pursuing_boy3_startJump	
	1773450518	obj_spider_spiderCave_frontLeg2Steps			\Default Work Unit\spider\spiderCave\obj_spider_spiderCave_frontLeg2Steps	
	1777224112	env_mechanisms_gatlin_enter			\Default Work Unit\environment\mechanisms\laser\env_mechanisms_gatlin_enter	
	1780208738	phy_old_rotatingIntro_handle1JointRotateStop			\Default Work Unit\physics\old\rotatingIntro\handle1\phy_old_rotatingIntro_handle1JointRotateStop	
	1782409690	env_start_falling_boySitUpEnd			\Default Work Unit\boy\getUp\env_start_falling_boySitUpEnd	
	1782496071	phy_old_tire_crate2Impact			\Default Work Unit\physics\old\tire\crate2\phy_old_tire_crate2Impact	
	1782760155	env_city_crane_crane2LeverImpactLeft			\Default Work Unit\environment\city\crane\crane2\env_city_crane_crane2LeverImpactLeft	Left peger på Right og Right modtager RTPC rotate
	1783696741	boy_death_drowning_strokes			\Default Work Unit\boy\death\drowning\boy_death_drowning_strokes	
	1784265117	env_modern_cable_changeToUp			\Default Work Unit\environment\modern\cable\env_modern_cable_changeToUp	
	1784332908	obj_spider_hitbeartrap3			\Default Work Unit\spider\sitting\obj_spider_hitbeartrap3	
	1784332909	obj_spider_hitbeartrap2			\Default Work Unit\spider\sitting\obj_spider_hitbeartrap2	
	1784332910	obj_spider_hitbeartrap1			\Default Work Unit\spider\sitting\obj_spider_hitbeartrap1	
	1787751350	env_darkness_entrance_fifthLightOn			\Default Work Unit\environment\darkness\entrance\env_darkness_entrance_fifthLightOn	
	1788022424	boy_pelvis_impact			\Default Work Unit\boy\ragdoll\boy_pelvis_impact	
	1789677785	env_old_conveyor_piston1HitBottom			\Default Work Unit\environment\old\conveyor\piston1\env_old_conveyor_piston1HitBottom	
	1792471748	amb_evt_city_hotel_musicStinger			\Default Work Unit\ambience\event ambience\city\start\amb_evt_city_hotel_musicStinger	
	1796599002	env_fort_crossing_fatBoyBigJumpLand			\Default Work Unit\boys\fort\crossing\fatBoy\env_fort_crossing_fatBoyBigJumpLand	
	1799037182	env_fort_rolling_boySetOnFire			\Default Work Unit\boy\death\env_fort_rolling_boySetOnFire	
	1803871254	obj_spider_spider_cocoon_frontLeg1Steps			\Default Work Unit\spider\cocoon\walk\obj_spider_spider_cocoon_frontLeg1Steps	
	1805439527	obj_spider_spider_cocoon_feelingTheWay			\Default Work Unit\spider\cocoon\fight\obj_spider_spider_cocoon_feelingTheWay	når ben 1 rækker frem og mærker i luften, lige før angreb
	1809548784	phy_water_rain_machine_raftSlideStart			\Default Work Unit\physics\water\rain\raft\phy_water_rain_machine_raftSlideStart	
	1811543110	phy_start_hanging_rope1Joint1RotateStart			\Default Work Unit\physics\fort\hanging\phy_start_hanging_rope1Joint1RotateStart	
	1812758785	env_water_rain_machine_creepIdleStop			\Default Work Unit\environment\water\rain\animationsCreep\creep2\creepIdle\env_water_rain_machine_creepIdleStop	
	1827543468	amb_sws_old_balance			\Default Work Unit\ambience\state ambiene\old\balance\amb_sws_old_balance	
	1827579988	env_start_falling_bridgecollapse			\Default Work Unit\environment\start\falling\env_start_falling_bridgecollapse	
	1830659837	env_modern_magnetGravity_buttonGravityOff			\Default Work Unit\environment\modern\magnetGravity\gravity\env_modern_magnetGravity_buttonGravityOff	
	1832995227	amb_evt_water_sewer_waterFloodingSection1_stop			\Default Work Unit\ambience\event ambience\water\sewer\amb_evt_water_sewer_waterFloodingSection1_stop	
	1836073275	env_water_rain_mahineChargedEnoughPreRain			\Default Work Unit\environment\water\rain\rainMachine\env_water_rain_mahineChargedEnoughPreRain	
	1836242603	obj_spider_spider_cocoon_4thSpiderAttack_impact			\Default Work Unit\spider\cocoon\fight\obj_spider_spider_cocoon_4thSpiderAttack_impact	
	1838666423	amb_sws_spider_sitting_unfold			\Default Work Unit\ambience\state ambiene\spider\sitting\amb_sws_spider_sitting_unfold	
	1840047986	amb_sws_start_falling_landing			\Default Work Unit\ambience\state ambiene\start\falling\amb_sws_start_falling_landing	
	1840869891	phy_city_ladderWagon_wagonWheelLeftRollStop			\Default Work Unit\physics\city\roof\ladderWagon\roll\phy_city_ladderWagon_wagonWheelLeftRollStop	
	1846872724	menuNavigateModifiedSetting			\Default Work Unit\menu\navigate\menuNavigateModifiedSetting	brightness, contrast, etc.
	1848167187	phy_water_rain_machine_treeBranchRotateStart			\Default Work Unit\physics\water\rain\treeBranch\phy_water_rain_machine_treeBranchRotateStart	
	1851142601	env_darknessGun2_gatlinBulletImpactGround			\Default Work Unit\environment\darkness\guns\env_darknessGun2_gatlinBulletImpactGround	
	1855621881	obj_spider_spider_body_scrapeGroundStart			\Default Work Unit\spider\body\fight\obj_spider_spider_body_scrapeGroundStart	
	1856347064	boy_runstop_takeoff_step1			\Default Work Unit\boy\foley_animation\run\runstop\runstop_takeoff\boy_runstop_takeoff_step1	
	1856347067	boy_runstop_takeoff_step2			\Default Work Unit\boy\foley_animation\run\runstop\runstop_takeoff\boy_runstop_takeoff_step2	
	1858545394	boy_grab			\Default Work Unit\boy\foley_animation\grab\boy_grab	
	1866567420	phy_start_treeclimb_logImpact			\Default Work Unit\physics\start\treeclimb\log\phy_start_treeclimb_logImpact	
	1871546177	phy_old_balance_ballImpact			\Default Work Unit\physics\old\balance\ball\phy_old_balance_ballImpact	
	1882276149	sw_modern_jump_gunObstructedOff			\Default Work Unit\ambience\state ambiene\modern\jump\sw_modern_jump_gunObstructedOff	
	1885450707	phy_city_crane_chainJoint2RotateStop			\Default Work Unit\physics\city\crane\chain1\phy_city_crane_chainJoint2RotateStop	
	1886430822	phy_modern_gravityZone_bgObjectImpact			\Default Work Unit\physics\modern\gravityZone\bgObject\phy_modern_gravityZone_bgObjectImpact	
	1887323089	obj_spider_spider_body_spiderBreakThroughCliff			\Default Work Unit\spider\body\fight\obj_spider_spider_body_spiderBreakThroughCliff	
	1887817545	phy_start_falling_rope2Joint2RotateStart			\Default Work Unit\physics\start\falling\rope2\phy_start_falling_rope2Joint2RotateStart	
	1888161366	env_water_sewer_boxBublesStop			\Default Work Unit\environment\water\sewer\env_water_sewer_boxBublesStop	
	1888819021	env_modern_gravityZone_pressurePlateTimerFinalBib			\Default Work Unit\environment\modern\gravityZone\pressurePlate\env_modern_gravityZone_pressurePlateTimerFinalBib	
	1889879318	phy_start_treeclimb_boxMoveInWaterStart			\Default Work Unit\physics\start\treeclimb\box\phy_start_treeclimb_boxMoveInWaterStart	
	1890591439	boy_runstart_dramaticland_step1_breath			\Default Work Unit\boy\foley_animation\run\runstart\boy_runstart_dramaticland_step1_breath	
	1892981042	amb_start_falling_cave			\Default Work Unit\ambience\event ambience\start\falling\amb_start_falling_cave	
	1896889876	amb_evt_water_zombieSewer_waterfallUnderwater			\Default Work Unit\ambience\event ambience\water\zombieSewer\waterfall\amb_evt_water_zombieSewer_waterfallUnderwater	
	1899857553	amb_start_falling_cave_stop			\Default Work Unit\ambience\event ambience\start\falling\amb_start_falling_cave_stop	
	1903387994	phy_modern_crusher_boxSlideStart			\Default Work Unit\physics\modern\crusher\box\phy_modern_crusher_boxSlideStart	
	1904135753	env_spider_chase_boyHitBranch			\Default Work Unit\environment\spider\chase\env_spider_chase_boyHitBranch	
	1907673949	boy_foot_impact			\Default Work Unit\boy\ragdoll\boy_foot_impact	
	1908468919	phy_city_beams_beam3MoveStop			\Default Work Unit\physics\city\beams\phy_city_beams_beam3MoveStop	
	1908556720	amb_sws_start_falling_boatexitwater			\Default Work Unit\ambience\state ambiene\start\falling\amb_sws_start_falling_boatexitwater	
	1909447094	env_darkness_stones_2ndStoneInFire			\Default Work Unit\environment\darkness\stones\env_darkness_stones_2ndStoneInFire	
	1913313981	env_mechanisms_gatlinBulletImpactBoy			\Default Work Unit\environment\mechanisms\laser\env_mechanisms_gatlinBulletImpactBoy	
	1920675131	env_wormeater_reachForWormStart			\Default Work Unit\environment\mechanisms\wormeater\env_wormeater_reachForWormStart	
	1923183213	env_modern_box_changeUpLand			\Default Work Unit\environment\modern\box\env_modern_box_changeUpLand	
	1923909008	env_old_rotatingIntro_saw3			\Default Work Unit\environment\old\rotatingIntro\saws\env_old_rotatingIntro_saw3	
	1923909009	env_old_rotatingIntro_saw2			\Default Work Unit\environment\old\rotatingIntro\saws\env_old_rotatingIntro_saw2	
	1923909010	env_old_rotatingIntro_saw1			\Default Work Unit\environment\old\rotatingIntro\saws\env_old_rotatingIntro_saw1	
	1926473934	msw_modern_jump_enter			\Default Work Unit\ambience\state ambiene\modern\jump\msw_modern_jump_enter	
	1928253906	env_darkness_gunsandladders_lampBlowUp			\Default Work Unit\environment\darkness\gunsandladders\env_darkness_gunsandladders_lampBlowUp	
	1930793599	env_modern_crusher_changeToDown			\Default Work Unit\environment\modern\crusher\gravityButtons\env_modern_crusher_changeToDown	
	1934991648	boy_death_pressure			\Default Work Unit\boy\death\boy_death_pressure	sker hvis fx en kasse rammer ham i hovedet, eller af andre "slag", bliver kun sendt én gang - RTPC_pressureStrength [0.1 - 0.5 ca
	1935628027	env_underground_pursuing_boy2_shootHitGround			\Default Work Unit\boys\underground\pursuing\env_underground_pursuing_boy2_shootHitGround	
	1937283765	env_darkness_zombie_sparkEvent			\Default Work Unit\environment\darkness\zombie\env_darkness_zombie_sparkEvent	
	1937837470	boy_ladder_up_slip_right_hand			\Default Work Unit\boy\foley_animation\ladder\ladder_up\boy_ladder_up_slip_right_hand	
	1938836741	env_modern_cable_changeGravityStop			\Default Work Unit\environment\modern\cable\gravityShiftBoy\env_modern_cable_changeGravityStop	
	1941098105	evt_modern_jump_changeGravityUp			\Default Work Unit\environment\modern\jump\evt_modern_jump_changeGravityUp	
	1942607523	obj_spider_spiderCave_idle_stop			\Default Work Unit\spider\spiderCave\obj_spider_spiderCave_idle_stop	
	1942609316	obj_spider_spider_chase_stonehitsspider			\Default Work Unit\spider\chase\obj_spider_spider_chase_stonehitsspider	
	1947250798	env_start_falling_boyStandUpEnd			\Default Work Unit\boy\getUp\env_start_falling_boyStandUpEnd	
	1947528816	env_old_rotatingSaw_roomStopRotating			\Default Work Unit\environment\old\rotatingIntro\rotate\env_old_rotatingSaw_roomStopRotating	
	1952375344	phy_water_sewer_ropeBallRotateInWaterStart			\Default Work Unit\physics\water\sewer\ropeBall\phy_water_sewer_ropeBallRotateInWaterStart	
	1955154945	env_old_tire_platformMoveUp			\Default Work Unit\environment\old\tire\platform\env_old_tire_platformMoveUp	
	1955184717	env_city_insect_move			\Default Work Unit\environment\city\insect\env_city_insect_move	
	1958740523	phy_old_laderWagon_wagonWheelRightImpact			\Default Work Unit\physics\old\ladderWagon\wagon\phy_old_laderWagon_wagonWheelRightImpact	
	1962518029	phy_start_falling_boatSlideOnGroundStop			\Default Work Unit\physics\start\falling\boat\phy_start_falling_boatSlideOnGroundStop	
	1973911545	env_start_falling_boyGetUpStart			\Default Work Unit\boy\getUp\env_start_falling_boyGetUpStart	
	1975202738	amb_sws_spider_spiderCave_spiderEnter			\Default Work Unit\ambience\state ambiene\spider\spiderCave\amb_sws_spider_spiderCave_spiderEnter	
	1976581906	env_spider_cocoon_spiderKillCoocoon			\Default Work Unit\boy\death\env_spider_cocoon_spiderKillCoocoon	
	1980532768	evt_darkness_sawInDark_sawReachDown			\Default Work Unit\environment\darkness\sawInDark\evt_darkness_sawInDark_sawReachDown	
	1993596962	env_mechanisms_gatlin_barrelStop			\Default Work Unit\environment\mechanisms\laser\env_mechanisms_gatlin_barrelStop	
	1999478968	env_city_wagon_sawBladeStopMove			\Default Work Unit\environment\city\wagon\env_city_wagon_sawBladeStopMove	env_city_wagon_sawBladeStopMove 
	1999566693	amb_evt_spider_spiderCave_twitter_stop			\Default Work Unit\ambience\event ambience\spider\spiderCave\amb_evt_spider_spiderCave_twitter_stop	
	2004921289	env_water_sewer_ropeBallLeaveWater			\Default Work Unit\environment\water\sewer\env_water_sewer_ropeBallLeaveWater	
	2008296053	phy_underground_water_boy3rotateStart			\Default Work Unit\physics\underground\water\phy_underground_water_boy3rotateStart	
	2035729197	amb_sws_fort_body_enterScene			\Default Work Unit\ambience\state ambiene\fort\body\amb_sws_fort_body_enterScene	
	2041067557	amb_evt_old_cogwheel_cogwheel2and3contact			\Default Work Unit\ambience\event ambience\old\cogwheel\amb_evt_old_cogwheel_cogwheel2and3contact	
	2043930890	phy_old_rotatingIntro_handle1JointRotateStart			\Default Work Unit\physics\old\rotatingIntro\handle1\phy_old_rotatingIntro_handle1JointRotateStart	
	2048274835	phy_old_rotatingIntro_startRotCogMoveStart			\Default Work Unit\physics\old\rotatingIntro\rotCog\phy_old_rotatingIntro_startRotCogMoveStart	[den kugle man ruller op til tandhjulet, tror det er et andet tandhjul]
	2056894321	amb_evt_city_roof_lampIdle			\Default Work Unit\ambience\event ambience\city\roof\amb_evt_city_roof_lampIdle	
	2058055957	phy_old_rotatingIntro_handle2JointRotateStart			\Default Work Unit\physics\old\rotatingIntro\handle2\phy_old_rotatingIntro_handle2JointRotateStart	
	2058840207	env_water_zombieIntro_creep1Digging			\Default Work Unit\environment\water\rain\animationsCreep\creep1\env_water_zombieIntro_creep1Digging	
	2077131933	phy_start_falling_boatSlideInWaterStart			\Default Work Unit\physics\start\falling\boat\phy_start_falling_boatSlideInWaterStart	
	2085563680	env_city_hotel_tLetterImpact			\Default Work Unit\environment\city\hotel\env_city_hotel_tLetterImpact	
	2087127394	boy_death			\Default Work Unit\boy\death\boy_death	
	2089659803	env_city_insect_flyUpHitRoof			\Default Work Unit\environment\city\insect\env_city_insect_flyUpHitRoof	peger også på env_city_insect_flyUpStart
